Matricule	Qualite	Nom usuel	Prenom usuel	Etat Senateur	Identifiant mandat	Date d'election	Date de debut de mandat	Annee de debut de mandat	Date de fin de mandat	Annee de fin de mandat	Identifiant fonction	Date de debut de fonction	Annee de debut de fonction	Date de fin de fonction	Annee de fin de fonction	Fonction
04056J	Mme	Tasca	Catherine	ANCIEN	48621		01/06/1997		27/04/2000		47217	01/06/1997		27/04/2000		Député
89009R	M.	Taugourdeau	Martial	ANCIEN	48630		03/04/1978		22/05/1981		47226	03/04/1978		22/05/1981		Député
89009R	M.	Taugourdeau	Martial	ANCIEN	48631		02/04/1986		14/05/1988		47227	02/04/1986		14/05/1988		Député
89009R	M.	Taugourdeau	Martial	ANCIEN	48632		13/06/1988		02/10/1989		47228	13/06/1988		02/10/1989		Député
56829S	Mme	Thorez Vermeersch	Jeannette	ANCIEN	10465			1945		1958	3586					Député
000251	M.	Tinaud	Jean-Louis	ANCIEN	10466			1945		1951	3587					Député
80045G	M.	Torre	Henri	ANCIEN	48703		02/04/1978		28/09/1980		47299	02/04/1978		28/09/1980		Député
98012M	M.	Trémel	Pierre-Yvon	ANCIEN	49133		13/06/1988		01/04/1993		47729	13/06/1988		01/04/1993		Député
55510R	M.	Vallin	Camille	ANCIEN	9686			1956		1958	3221					Député
11041F	M.	Vallini	André	ACTIF	49178		01/06/1997		18/06/2002		47774	01/06/1997		18/06/2002		Député
11041F	M.	Vallini	André	ACTIF	49179		19/06/2002		19/06/2007		47775	19/06/2002		19/06/2007		Député
11041F	M.	Vallini	André	ACTIF	49180		20/06/2007		30/09/2011		47776	20/06/2007		30/09/2011		Député
000078	M.	Vassor	Jacques	ANCIEN	10503			1951		1958	3619					Député
96003C	M.	Vergès	Paul	ANCIEN	12857		02/01/1956		08/12/1958		13052	02/01/1956		08/12/1958		Député
96003C	M.	Vergès	Paul	ANCIEN	49208		02/04/1986		14/10/1987		47804	02/04/1986		14/10/1987		Député
96003C	M.	Vergès	Paul	ANCIEN	49209		02/04/1993		14/04/1996		47805	02/04/1993		14/04/1996		Député
000770	M.	Verneuil	Jacques	ANCIEN	10504			1951		1955	3620					Député
89043T	M.	Vézinhet	André	ANCIEN	49223		20/06/2007		19/06/2012		47819	20/06/2007		19/06/2012		Député
000354	M.	Vigier	Jean-Louis	ANCIEN	10505			1951		1958	3621					Député
09011R	M.	Villiers	André	ANCIEN	49759		21/06/2017				48355	21/06/2017				Député
01010F	M.	Virapoullé	Jean-Paul	ANCIEN	49256		02/04/1986		14/05/1988		49944	02/04/1986		04/04/1986		Député
01010F	M.	Virapoullé	Jean-Paul	ANCIEN	49256		02/04/1986		14/05/1988		49945	04/04/1986		14/05/1988		Secrétaire de l'Assemblée nationale
01010F	M.	Virapoullé	Jean-Paul	ANCIEN	49257		02/04/1993		21/04/1997		47853	02/04/1993		21/04/1997		Député
01010F	M.	Virapoullé	Jean-Paul	ANCIEN	49258		13/06/1988		01/04/1993		47854	13/06/1988		01/04/1993		Député
000117	M.	Vivier	Emile	ANCIEN	10506			1945		1946	3622					Député
04082L	Mme	Voynet	Dominique	ANCIEN	49287		01/06/1997		04/07/1997		47883	01/06/1997		04/07/1997		Député
59308J	M.	Wacheux	Marcel	ANCIEN	49299		02/07/1981		01/04/1986		47895	02/07/1981		01/04/1986		Député
59308J	M.	Wacheux	Marcel	ANCIEN	49300		02/04/1986		14/05/1988		47896	02/04/1986		14/05/1988		Député
59308J	M.	Wacheux	Marcel	ANCIEN	49301		13/06/1988		01/04/1993		47897	13/06/1988		01/04/1993		Député
58355M	M.	Yvon	Joseph	ANCIEN	10479			1946		1951	3598					Député
