ID Assemblee	Code sexe	Prenom elu	Nom elu	Date naissance	Date deces	Commune de naissance	Departement de naissance	Pays de naissance	Nom profession	Categorie profession	Famille profession
PA267105	Mme	Irène	Tharin	1938-07-18	2016-08-07	Audincourt	Doubs	France	Mère de famille	Sans profession déclarée	Sans profession déclarée
PA267110	M.	Marc	Vampa	1946-06-08		Paris (6ème arrondissement)	Paris	France	Informaticien retraité	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267112	Mme	Chantal	Deseyne	1957-01-29						Sans profession déclarée	Sans profession déclarée
PA267114	M.	Alain	Venot	1946-08-27		Châteaudun	Eure-et-Loir	France	Commerçant	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA267118	M.	Christian	Ménard	1946-04-07		Quimper	Finistère	France	Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267121	M.	Gérard	Dubrac	1952-10-10		Azérables	Creuse	France	Pharmacien	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267124	M.	Daniel	Prévost	1945-05-20		Montescourt-Lizerolles	Aisne		Professeur de collège	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267129	M.	Yves	Simon	1951-09-10		Moulins	Allier	France	Chef technicien	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267136	M.	Bernard	Mazouaud	1940-01-31		Périgueux	Dordogne		Directeur général honoraire 	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267138	M.	Fabien	Limonta	1946-12-26		Tunis		Tunisie		Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267140	M.	Gabriel	Biancheri	1943-10-01	2010-12-28	Oullins	Rhône	France	Vétérinaire	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267144	M.	Jean-Pierre	Nicolas	1938-10-21		Moulins	Allier	France	Ingénieur	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267148	M.	Franck	Gilard	1950-11-01		Riaillé	Loire-Atlantique	France	Consultant	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267151	M.	Jean-Pierre	Gorges	1953-08-03		Gonesse	Val-d'Oise	France	Directeur informatique	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267165	M.	Luc	Chatel	1964-08-15		Bethesda		Maryland (USA)	Directeur des ressources humaines	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267166	Mme	Sophie	Delong	1957-07-17		Joinville	Haute-Marne	France	Médecin du travail	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267169	M.	Édouard	Jacque	1963-02-10		Cons-la-Grandville	Meurthe-et-Moselle	France	Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA267178	M.	Nicolas	Dhuicq	1960-11-29		Paris (14ème arrondissement)	Paris	France	Psychiatre des hôpitaux	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267182	M.	Jean-Yves	Cousin	1949-02-23		Périers	Manche	France	Inspecteur principal des impôts	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267188	Mme	Martine	Carrillon-Couvreur	1948-03-21		Lyon 6ème	Rhône	France	Directrice d'un institut médico-éducatif	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA267197	M.	Christian	Decocq	1945-01-03		Calais	Pas-de-Calais	France	Ancien directeur adjoint de l'agence de l'eau Artois Picardie	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267200	M.	Sébastien	Huyghe	1969-10-25		Béthune	Pas-de-Calais	France	Notaire	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267204	M.	Jean-Marie	Sermier	1961-03-05		Nozeroy	Jura	France	Ancien viticulteur	Agriculteurs exploitants	Agriculteurs exploitants
PA267209	M.	Nicolas	Perruchot	1966-07-09		Paris 13ème	Paris	France	Consultant en entreprise	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267213	M.	Gilles	Artigues	1965-01-04		Saint-Étienne	Loire	France	Professeur de mathématiques	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267224	M.	Daniel	Mach	1955-12-04		Perpignan	Pyrénées-Orientales	France	Cadre commercial	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267227	Mme	Arlette	Grosskost	1953-07-19		Wissembourg	Bas-Rhin	France	Avocate	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267233	M.	Christophe	Bouillon	1969-03-04		Rouen	Seine-Maritime	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267241	M.	Stéphane	Demilly	1963-06-26		Albert	Somme	France	Formateur en management	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267246	M.	Michel	Heinrich	1946-02-15		Thann	Haut-Rhin	France	Pharmacien retraité	Anciens cadres et professions intermédiaires	Retraités
PA267249	M.	Jean-Michel	Bertrand	1943-06-06	2008-02-19	Baccarat	Meurthe-et-Moselle	France	Biologiste	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267253	M.	Daniel	Spagnou	1940-09-22		Barcelonnette	Alpes-de-Haute-Provence	France	Directeur de caisse d'épargne retraité	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267257	M.	Jean-Claude	Flory	1966-03-07		Valence	Drôme	France	Conseiller en gestion locale	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267260	Mme	Bérengère	Poletti	1959-10-14		Biencourt-sur-Orge	Meuse	France	Sage-femme	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA267266	M.	Yves	Censi	1964-02-08		Rodez	Aveyron	France	Ingénieur conseil	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267270	M.	Claude	Leteurtre	1940-12-30		Donville-les-Bains	Manche	France	Chirurgien orthopédiste	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267273	Mme	Hélène	Tanguy	1949-06-26		Vannes	Morbihan	France	Chargée de communication	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267278	M.	Philippe	Martin	1953-11-22		La Garenne-Colombes	Hauts-de-Seine	France	Préfet	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267283	M.	Michel	Lezeau	1942-12-20		Orléans	Loiret	France	Directeur financier	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267285	M.	Laurent	Wauquiez	1975-04-12		Lyon	Rhône	France			
PA267289	M.	Jean-Pierre	Door	1942-04-01		Sully-sur-Loire	Loiret	France	Cardiologue	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267292	M.	Michel	Roumegoux	1948-01-10		Figeac	Lot	France	Vétérinaire	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267297	M.	Michel	Diefenbacher	1947-07-15		Sarrebourg	Moselle	France	Conseiller Maître à la Cour des comptes	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267300	M.	Alain	Merly	1954-06-15		Agen	Lot-et-Garonne	France	Commercial	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267306	M.	André	Chassaigne	1950-07-02		Clermont-Ferrand	Puy-de-Dôme	France	Retraité de l'éducation nationale	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267309	M.	Patrice	Debray	1951-01-25		Neuerburg		Allemagne	Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267311	Mme	Maryvonne	Briot	1959-02-04		Bussang	Vosges	France	Surveillante des services médicaux en hôpital	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA267314	Mme	Béatrice	Pavy	1958-10-14		Tours	Indre-et-Loire	France	Comptable	Employés administratifs d'entreprise	Employés
PA267317	M.	Dominique	Le Mèner	1958-11-12		Le Mans	Sarthe	France	Juriste	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267318	M.	Jean-Carles	Grelier	1966-03-15		Le Mans 	Sarthe	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267324	M.	Jean-Jacques	Gaultier	1963-07-13		Épinal	Vosges	France	Médecin biologiste	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267327	M.	Damien	Meslot	1964-11-11		Belfort	Territoire de Belfort	France	Cadre bancaire	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267328	M.	Cédric	Perrin	1974-01-20						Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267330	M.	Michel	Zumkeller	1966-01-21		Belfort	Territoire de Belfort	France	Comptable	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267336	M.	Joël	Giraud	1959-10-14		Gap	Hautes-Alpes	France	Administrateur civil hors-classe	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267339	M.	Gérard	Weber	1948-11-18	2016-11-18	Orléansville		Algérie	Masseur kinésithérapeute	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA267340	M.	Mathieu	Darnaud	1975-07-11						Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267350	Mme	Arlette	Franco	1939-10-01	2010-04-01	Perpignan	Pyrénées-Orientales	France	Enseignante	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267355	M.	Antoine	Herth	1963-02-14		Sélestat	Bas-Rhin	France	Agriculteur	Agriculteurs exploitants	Agriculteurs exploitants
PA267358	M.	Jean-Louis	Christ	1951-01-24		Ribeauvillé	Haut-Rhin	France	Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA267366	M.	Robert	Diat	1955-11-20		Nantes	Loire-Atlantique		Directeur de société	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267378	Mme	Geneviève	Levy	1948-02-24		Marseille	Bouches-du-Rhône	France	Expert foncier et commercial	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267382	M.	Patrice	Calméjane	1960-02-06		Montreuil	Seine-Saint-Denis		Ingénieur	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267386	M.	Bertho	Audifax	1946-03-05		Saint-Benoît	Réunion	France	Médecin généraliste	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267395	Mme	Mireille	Schurch	1949-01-04						Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267399	Mme	Maryse	Joissains-Masini	1942-08-15		Toulon	Var	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267402	Mme	Brigitte	Le Brethon	1951-03-08		Campeaux	Calvados	France	Professeur agrégé d'économie et de gestion	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267407	M.	Paul	Giacobbi	1957-06-04		Courbevoie	Hauts-de-Seine	France	Administrateur civil au ministère de l'équipement	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267416	M.	Jean-François	Régère	1947-07-31		Talais	Gironde	France	Agriculteur	Agriculteurs exploitants	Agriculteurs exploitants
PA267419	Mme	Marie-Hélène	Des Esgaulx	1950-05-26		Dax	Landes	France	Avocate	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267424	M.	Jean-Paul	Garraud	1956-02-27		Toulouse	Haute-Garonne	France	Magistrat	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267427	M.	Pascal	Ménage	1960-05-21		Paris	Paris		Médecin neurologue	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267429	M.	Dino	Cinieri	1955-07-09		Firminy	Loire	France	Consultant sécurité	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267433	M.	Gilles	Bourdouleix	1960-04-15		Angers	Maine-et-Loire	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267440	M.	Éric	Diard	1965-07-21		Marseille	Bouches-du-Rhône	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267443	M.	Roland	Chassain	1947-02-05		Aurillac	Cantal	France	Gérant de société	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA267450	M.	Rémi	Delatte	1956-06-09		Dijon	Côte-d'Or	France	Agriculteur	Agriculteurs exploitants	Agriculteurs exploitants
PA267456	M.	Paul-Henri	Cugnenc	1946-06-01	2007-07-03	Thézan-lès-Béziers	Hérault	France	Professeur  de chirurgie digestive - Chirurgien des Hôpitaux de Paris	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267457	M.	Élie	Aboud	1959-10-12		Beyrouth		Liban	Médecin cardiologue (Chef de service)	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267459	Mme	Claude	Greff	1954-06-02		Briey	Meurthe-et-Moselle	France	Infirmière	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA267460	M.	Raymond	Lancelin	1944-03-15		Les Hermites	Indre-et-Loire	France	Cadre bancaire retraité	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267469	M.	Michel	Piron	1943-03-15		Saumur	Maine-et-Loire	France	Enseignant, puis chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA267479	M.	Kléber	Mesquida	1945-08-03		Douaouda		Algérie	Ingénieur	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267487	M.	Francis	Falala	1955-02-02		Reims	Marne	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267492	M.	Jean-Jacques	Candelier	1945-03-07		Bugnicourt	Nord	France	Cadre A de la fonction publique territoriale	Anciens cadres et professions intermédiaires	Retraités
PA267499	M.	Christophe	Guilloteau	1958-06-18		Lyon	Rhône	France	Ancien assistant parlementaire	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2675	M.	André	Santini	1940-10-20		Paris	Paris	France	Maître de conférences à l'Université	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267506	M.	Philippe	Vitel	1955-02-22		Toulon	Var	France	Chirurgien plasticien	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267509	M.	Alain	Cortade	1942-03-07		Marrakech		Maroc	Retraité	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA267512	M.	Alain	Marc	1957-01-29		Paris (XIV)		France	Retraité de l'enseignement	Anciens cadres et professions intermédiaires	Retraités
PA267519	M.	Yvan	Lachaud	1954-03-04		Nîmes	Gard	France	Chef d'établissement scolaire	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA267522	M.	Dominique	Juillot	1954-05-09		Saint-Rémy	Saône-et-Loire		Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA267527	M.	Martial	Saddier	1969-10-15		Bonneville	Haute-Savoie	France	Ancien cadre à la Chambre d'agriculture d'Annecy	Anciens cadres et professions intermédiaires	Retraités
PA267532	M.	Marc	Francina	1948-02-02		Évian-les-Bains	Haute-Savoie		Conseiller financier et bancaire	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267534	Mme	Luce	Pane	1955-09-28		Lillebonne	Seine-Maritime	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267542	Mme	Marie-Renée	Oget	1945-01-26		Rostrenen	Côtes-d'Armor	France	Directrice d'association	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267545	Mme	Françoise	Branget	1953-08-08		Chalon-sur-Saône	Saône-et-Loire		Gestionnaire en immobilier	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA267549	Mme	Patricia	Burckhart-Vandevelde	1946-04-12		Nancy	Meurthe-et-Moselle		Directrice d'école	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA267551	M.	Jacques	Lamblin	1952-08-29		Nancy	Meurthe-et-Moselle	France	Vétérinaire	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267553	Mme	Nadine	Morano	1963-11-06		Nancy	Meurthe-et-Moselle	France	Responsable de la communication du parc naturel régional de Lorraine	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267556	M.	Alain	Marty	1946-03-07		Castelnaudary	Aude	France	Gynécologue obstétricien	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267561	Mme	Brigitte	Barèges	1953-05-01		Toulouse	Haute-Garonne	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267570	M.	Jean-Marie	Rolland	1950-09-25		Alger		Algérie	Médecin généraliste	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267573	M.	Simon	Renucci	1945-03-29		Cozzano	Corse-du-Sud	France	Pédiatre	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267576	M.	Marcel	Bonnot	1946-05-24		Remondans	Doubs	France	Avocat, ancien bâtonnier de l'Ordre	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267585	M.	Francis	Vercamer	1958-05-10		Lille	Nord	France	Ingénieur	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267591	M.	Georges	Fenech	1954-10-26		Sousse		Tunisie	Magistrat	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267598	Mme	Josette	Pons	1947-12-12		Saint-Cyr-sur-Mer	Var	France			
PA267605	Mme	Valérie	Pécresse	1967-07-14		Neuilly-sur-Seine	Hauts-de-Seine	France	Maître des requêtes au Conseil d'État	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267606	M.	Yves	Vandewalle	1950-06-05		Fribourg		Allemagne	Professeur agrégé de géographie	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267622	M.	Manuel	Valls	1962-08-13		Barcelone 		Espagne	Conseiller en communication	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267623	M.	Carlos	Da Silva	1974-11-16		Corbeil-Essonnes	Essonne	France	Professeur des écoles	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA267628	Mme	Nathalie	Kosciusko-Morizet	1973-05-14		Paris 15ème	Paris	France	Ingénieur	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267638	M.	Jacques	Bobe	1936-01-01	2017-10-18	Touzac	Charente	France	Viticulteur, producteur de Cognac	Agriculteurs exploitants	Agriculteurs exploitants
PA267641	M.	Louis	Cosyns	1952-09-29		Saint-Amand-Montrond	Cher	France	Agent général d'assurances	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA267644	Mme	Claude	Darciaux	1942-10-18		Besançon	Doubs	France	Enseignante	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267647	M.	Étienne	Mourrut	1939-12-04	2014-10-19	Le Grau-du-Roi	Gard	France	Commerçant retraité	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA267650	M.	Jean-Marc	Roubaud	1951-06-18		Alger		Algérie	Pharmacien	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267655	M.	Jean-Yves	Hugon	1949-05-16		Aurillac	Cantal	France	Professeur d'allemand	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267662	M.	Jacques	Remiller	1941-04-13		Condrieu	Rhône	France	Cadre bancaire retraité	Anciens cadres et professions intermédiaires	Retraités
PA267673	M.	Philippe	Folliot	1963-07-14		Albi	Tarn	France	Directeur d'un organisme de financement du logement social	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267680	M.	Charles-Ange	Ginesy	1956-05-14		Nice	Alpes-Maritimes	France	Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA267686	M.	Frédéric	Soulier	1965-12-08		Brive-la-Gaillarde	Corrèze	France	Courtier en assurances	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA267689	M.	Camille	de Rocca Serra	1954-05-21		Porto-Vecchio	Corse-du-Sud	France			
PA267695	Mme	Patricia	Adam	1953-04-15		Saint-Cloud	Hauts-de-Seine	France	Cadre d'action sociale	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA267698	Mme	Marguerite	Lamour	1956-06-12		Ploudalmézeau	Finistère	France	Assistante administrative	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA267705	M.	Philippe	Tourtelier	1948-07-29		Saffré	Loire-Atlantique	France	Professeur retraité	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267706	Mme	Nathalie	Appéré	1975-07-08		Ploemeur	Morbihan	France	Directrice d'équipement social et culturel	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267708	M.	Philippe	Rouault	1962-12-17		Rennes	Ille-et-Vilaine	France	Ingénieur en protection de l'environnement	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267711	M.	Laurent	Hénart	1968-10-15		Laxou	Meurthe-et-Moselle	France	Juriste d'entreprise	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267719	M.	Richard	Mallié	1948-10-26		Besançon	Doubs		Docteur en chirurgie dentaire	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267723	M.	Rodolphe	Thomas	1962-08-08		Falaise	Calvados	France	Artisan commerçant	Artisans	Artisans, commerçants et chefs d'entreprise
PA267728	M.	Christophe	Priou	1958-05-02		Nantes	Loire-Atlantique	France			
PA267735	M.	Claude	de Ganay	1953-09-05		Paris	Paris	France		Sans profession déclarée	Sans profession déclarée
PA267737	M.	Jean	Lemière	1946-10-09		Cherbourg	Manche	France	Agrégé de lettres modernes	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267743	M.	Édouard	Courtial	1973-06-28		Neuilly-sur-Seine	Hauts-de-Seine	France	Consultant	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267747	M.	Maurice	Giro	1932-04-28		Salon-de-Provence	Bouches-du-Rhône	France	Retraité	Anciens cadres et professions intermédiaires	Retraités
PA267756	Mme	Bernadette	Païx	1950-03-19		Bourbaki		Algérie	Collaborateur de cabinet	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267762	M.	Jean-Pierre	Decool	1952-10-19		Bourbourg	Nord	France	Professeur	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267765	M.	François-Xavier	Villain	1950-05-31		Abbeville	Somme	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267766	M.	Guy	Bricout	1944-02-18		Caudry	Nord	France	Retraité fonction publique (hors enseignement)	Anciens cadres et professions intermédiaires	Retraités
PA267768	M.	Patrick	Roy	1957-08-30	2011-05-02	Denain	Nord	France	Enseignant	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA267773	M.	Christian	Patria	1945-01-09	2014-02-10	Fontaine-Chaâlis	Oise		Agriculteur	Agriculteurs exploitants	Agriculteurs exploitants
PA267775	M.	Philippe	Cochet	1961-05-23		Lyon	Rhône	France	Gérant de société	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA267780	Mme	Agnès	Firmin Le Bodo	1968-11-20		Le Havre	Seine-Maritime	France	Pharmacien	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267785	M.	Guillaume	Larrivé	1977-01-24		Mulhouse	Haut-Rhin	France	Maître des requêtes au Conseil d'État-Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267787	M.	René-Paul	Victoria	1954-08-27		Sainte-Suzanne	Réunion	France	Directeur d'école	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA267788	Mme	Jacqueline	Farreyrol	1939-02-25		Saint-Louis	Réunion	France	Retraitée	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267794	Mme	Michèle	Tabarot	1962-10-13		Alicante		Espagne	Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA267795	M.	Jean-Pierre	Leleux	1947-05-08						Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA267797	Mme	Catherine	Vautrin	1960-07-26		Reims	Marne	France	Directrice marketing	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267798	M.	Philippe	Feneuil	1950-01-26		Villedommange	Marne		Viticulteur	Agriculteurs exploitants	Agriculteurs exploitants
PA267801	M.	Yves	Jégo	1961-04-17		Besançon	Doubs	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267807	M.	Roger	Boullonnois	1942-03-16		Montépilloy	Oise		Artisan	Artisans	Artisans, commerçants et chefs d'entreprise
PA267810	Mme	Chantal	Brunel	1948-09-09		Paris	Paris	France		Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA267813	M.	Guy	Geoffroy	1949-05-26		Paris	Paris	France	Proviseur	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267816	M.	Pierre-Louis	Fagniez	1939-12-06		Salies-de-Béarn	Pyrénées-Atlantiques		Chirurgien, professeur des Universités	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267822	M.	Jacques Alain	Bénisti	1952-04-10		Paris 15ème	Paris	France	Cadre d'entreprise	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267827	Mme	Marie-Anne	Montchamp	1957-11-01		Tulle	Corrèze	France	Sans profession déclarée	Sans profession déclarée	Sans profession déclarée
PA267828	M.	Olivier	Dosne	1961-01-20		Pithiviers	Loiret		Pharmacien	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267835	M.	Jean-Yves	Le Bouillonnec	1950-09-15		Cachan	Val-de-Marne	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267840	M.	Stéphane	Artano	1973-03-09						Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267856	M.	Christian	Jeanjean	1942-02-16		Montpellier	Hérault	France	Commerçant	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA267859	M.	Jacques	Domergue	1953-03-25		Perpignan	Pyrénées-Orientales		Chirurgien	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267862	M.	Robert	Lecou	1950-07-25		Paris 12ème	Paris	France	Cadre territorial	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267872	M.	Philippe	Pemezec	1955-09-25		Granville	Manche	France	Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
